"Tanggal","Terakhir","Pembukaan","Tertinggi","Terendah","Vol.","Perubahan%"
"01/08/2017","120,71","120,86","121,21","120,47","","-0,10%"
"31/07/2017","120,83","120,44","120,92","120,28","","0,36%"
"28/07/2017","120,40","119,72","120,55","119,60","","0,62%"
"27/07/2017","119,66","119,96","120,25","119,21","","-0,23%"
"26/07/2017","119,93","119,10","120,08","118,87","","0,71%"
"25/07/2017","119,08","119,81","120,20","119,01","","-0,57%"
"24/07/2017","119,76","119,85","120,33","119,57","","-0,01%"
"21/07/2017","119,77","119,16","119,94","118,85","","0,55%"
"20/07/2017","119,12","118,94","119,62","118,60","","0,19%"
"19/07/2017","118,90","118,74","119,40","118,62","","0,14%"
"18/07/2017","118,73","118,34","119,18","118,24","","0,37%"
"17/07/2017","118,29","118,51","118,69","118,08","","-0,18%"
"14/07/2017","118,50","117,83","118,82","117,48","","0,59%"
"13/07/2017","117,80","118,14","118,32","117,62","","-0,27%"
"12/07/2017","118,12","117,54","118,40","117,49","","0,53%"
"11/07/2017","117,50","117,50","117,76","116,94","","0,04%"
"10/07/2017","117,45","117,60","117,72","117,21","","-0,17%"
"07/07/2017","117,65","118,25","118,38","117,38","","-0,47%"
"06/07/2017","118,21","117,99","118,47","117,94","","0,21%"
"05/07/2017","117,96","117,96","118,37","117,54","","0,03%"
"04/07/2017","117,93","117,90","118,72","117,80","","0,06%"
"03/07/2017","117,86","118,85","119,07","117,79","","-0,57%"
"30/06/2017","118,54","118,81","119,29","118,35","","-0,19%"
"29/06/2017","118,76","118,67","119,20","118,01","","0,11%"
"28/06/2017","118,63","118,62","119,18","118,54","","0,04%"
"27/06/2017","118,58","119,14","119,58","118,49","","-0,45%"
"26/06/2017","119,12","119,93","119,93","119,06","","-0,48%"
"23/06/2017","119,70","119,71","119,91","119,60","","0,02%"
"22/06/2017","119,68","119,58","120,09","119,51","","0,13%"
"21/06/2017","119,53","119,24","119,93","119,17","","0,29%"
"20/06/2017","119,19","119,18","119,40","118,88","","0,05%"
"19/06/2017","119,13","119,98","120,07","119,07","","-0,64%"
"16/06/2017","119,90","119,78","120,19","119,34","","0,13%"
"15/06/2017","119,74","121,24","121,56","119,71","","-1,19%"
"14/06/2017","121,18","120,76","122,05","120,36","","0,36%"
"13/06/2017","120,74","120,96","121,10","120,55","","-0,17%"
"12/06/2017","120,94","120,42","121,32","120,34","","0,43%"
"09/06/2017","120,42","120,89","121,17","119,94","","-0,34%"
"08/06/2017","120,83","121,14","121,62","120,46","","-0,23%"
"07/06/2017","121,11","121,53","121,94","121,07","","-0,35%"
"06/06/2017","121,53","120,28","121,76","120,20","","1,06%"
"05/06/2017","120,25","120,54","120,67","119,99","","-0,18%"
"02/06/2017","120,47","119,63","120,60","119,10","","0,72%"
"01/06/2017","119,61","120,27","120,37","119,50","","-0,52%"
"31/05/2017","120,24","120,20","120,59","119,78","","0,05%"
"30/05/2017","120,18","119,74","120,41","119,65","","0,40%"
"29/05/2017","119,70","119,42","119,76","119,30","","0,28%"
"26/05/2017","119,36","119,00","119,92","118,90","","0,33%"
"25/05/2017","118,97","119,36","119,39","118,87","","-0,30%"
"24/05/2017","119,33","119,01","119,40","118,69","","0,31%"
"23/05/2017","118,96","119,52","120,00","118,91","","-0,44%"
"22/05/2017","119,48","119,80","120,26","119,12","","-0,25%"
"19/05/2017","119,78","119,79","120,75","119,24","","0,02%"
"18/05/2017","119,76","120,22","121,17","119,53","","-0,36%"
"17/05/2017","120,19","117,57","120,27","117,55","","2,26%"
"16/05/2017","117,53","116,93","117,79","116,89","","0,54%"
"15/05/2017","116,90","117,74","117,85","116,84","","-0,56%"
"12/05/2017","117,56","117,31","117,77","116,99","","0,25%"
"11/05/2017","117,27","116,87","117,74","116,78","","0,37%"
"10/05/2017","116,84","117,12","117,54","116,79","","-0,19%"
"09/05/2017","117,06","117,52","117,77","116,76","","-0,36%"
"08/05/2017","117,48","117,97","118,44","117,47","","-0,62%"
"05/05/2017","118,21","118,51","119,08","118,15","","-0,23%"
"04/05/2017","118,48","118,01","118,67","117,86","","0,44%"
"03/05/2017","117,96","118,87","118,91","117,97","","-0,73%"
"02/05/2017","118,83","119,18","119,25","118,52","","-0,27%"
"01/05/2017","119,15","119,76","119,87","119,08","","-0,26%"
"28/04/2017","119,46","119,67","120,06","119,31","","-0,15%"
"27/04/2017","119,64","119,63","119,91","119,28","","0,05%"
"26/04/2017","119,58","119,52","119,83","118,84","","0,08%"
"25/04/2017","119,48","121,35","121,54","119,41","","-1,50%"
"24/04/2017","121,30","120,62","121,49","120,42","","-0,61%"
"21/04/2017","122,05","121,87","122,35","121,70","","0,16%"
"20/04/2017","121,85","122,14","122,54","121,68","","-0,21%"
"19/04/2017","122,11","122,64","122,70","121,78","","-0,39%"
"18/04/2017","122,59","121,99","122,77","121,63","","0,52%"
"17/04/2017","121,95","121,98","122,73","121,68","","-0,02%"
"14/04/2017","121,97","121,54","122,14","121,35","","0,40%"
"13/04/2017","121,48","121,76","122,04","121,17","","-0,19%"
"12/04/2017","121,71","121,16","121,85","120,82","","0,48%"
"11/04/2017","121,13","119,76","121,19","119,74","","1,17%"
"10/04/2017","119,73","119,85","119,97","119,19","","-0,11%"
"07/04/2017","119,86","120,34","121,19","119,57","","-0,37%"
"06/04/2017","120,30","120,33","120,84","119,98","","0,01%"
"05/04/2017","120,29","120,34","120,59","119,51","","-0,02%"
"04/04/2017","120,31","120,14","120,89","120,07","","0,18%"
"03/04/2017","120,09","119,63","120,20","119,37","","0,42%"
"31/03/2017","119,59","118,99","119,81","118,73","","0,55%"
"30/03/2017","118,93","119,89","120,07","118,94","","-0,78%"
"29/03/2017","119,86","119,76","120,26","119,64","","0,13%"
"28/03/2017","119,70","120,28","120,82","119,69","","-0,45%"
"27/03/2017","120,24","119,82","120,89","119,75","","0,48%"
"24/03/2017","119,66","120,11","120,47","119,56","","-0,35%"
"23/03/2017","120,08","119,91","120,46","119,47","","0,16%"
"22/03/2017","119,89","119,23","120,37","119,12","","0,59%"
"21/03/2017","119,19","118,29","119,40","117,99","","0,78%"
"20/03/2017","118,27","118,41","118,58","117,92","","-0,07%"
"17/03/2017","118,35","117,81","118,57","117,48","","0,51%"
"16/03/2017","117,75","117,88","118,17","117,48","","-0,04%"
"15/03/2017","117,80","116,54","118,10","116,35","","1,12%"
"14/03/2017","116,50","116,27","116,78","116,07","","0,22%"
"13/03/2017","116,24","116,52","116,73","116,24","","-0,28%"
"10/03/2017","116,57","116,46","116,70","115,82","","0,14%"
"09/03/2017","116,41","116,75","116,94","116,40","","-0,23%"
"08/03/2017","116,68","117,10","117,41","116,33","","-0,32%"
"07/03/2017","117,06","117,22","117,35","116,92","","-0,11%"
"06/03/2017","117,19","117,37","117,68","117,00","","-0,12%"
"03/03/2017","117,33","116,77","117,58","116,62","","0,51%"
"02/03/2017","116,74","117,49","117,54","116,56","","-0,62%"
"01/03/2017","117,47","118,25","118,50","117,15","","-0,59%"
"28/02/2017","118,17","118,38","119,41","118,13","","-0,16%"
"27/02/2017","118,36","118,91","119,19","118,24","","-0,37%"
"24/02/2017","118,80","118,56","119,10","118,07","","0,22%"
"23/02/2017","118,54","117,97","118,63","117,78","","0,53%"
"22/02/2017","117,91","117,63","118,40","117,53","","0,27%"
"21/02/2017","117,59","118,08","118,09","117,52","","-0,37%"
"20/02/2017","118,03","118,14","118,31","117,93","","-0,03%"
"17/02/2017","118,07","117,62","118,41","117,35","","0,44%"
"16/02/2017","117,55","116,77","117,80","116,58","","0,70%"
"15/02/2017","116,73","116,69","117,09","115,95","","0,08%"
"14/02/2017","116,64","117,17","117,74","116,41","","-0,42%"
"13/02/2017","117,13","117,50","117,55","116,61","","-0,38%"
"10/02/2017","117,58","117,45","117,99","116,93","","0,15%"
"09/02/2017","117,40","119,04","119,27","117,34","","-1,31%"
"08/02/2017","118,96","118,62","119,38","118,49","","0,35%"
"07/02/2017","118,54","119,23","119,39","118,38","","-0,55%"
"06/02/2017","119,19","118,71","119,36","118,18","","0,70%"
"03/02/2017","118,36","118,38","118,84","117,62","","0,02%"
"02/02/2017","118,34","118,08","119,17","117,95","","0,25%"
"01/02/2017","118,04","118,37","118,55","117,34","","-0,22%"
"31/01/2017","118,30","117,29","119,16","117,13","","0,91%"
"30/01/2017","117,23","116,07","117,63","116,01","","1,02%"
"27/01/2017","116,05","116,44","116,68","115,77","","-0,31%"
"26/01/2017","116,41","117,94","118,19","116,10","","-1,25%"
"25/01/2017","117,88","117,14","118,20","116,94","","0,63%"
"24/01/2017","117,14","118,54","118,74","117,03","","-1,13%"
"23/01/2017","118,48","117,25","118,57","117,12","","1,33%"
"20/01/2017","116,92","116,42","117,42","116,16","","0,48%"
"19/01/2017","116,36","116,39","116,91","115,66","","0,03%"
"18/01/2017","116,32","118,55","118,61","116,26","","-1,85%"
"17/01/2017","118,51","117,04","118,58","117,00","","1,30%"
"16/01/2017","116,99","116,38","117,49","116,38","","0,58%"
"13/01/2017","116,31","115,84","116,74","115,43","","0,45%"
"12/01/2017","115,79","115,49","116,79","115,24","","0,28%"
"11/01/2017","115,47","115,01","116,67","114,05","","0,44%"
"10/01/2017","114,96","115,18","115,57","114,44","","-0,15%"
"09/01/2017","115,13","114,32","115,25","113,87","","0,77%"
"06/01/2017","114,25","115,95","116,25","114,04","","-1,42%"
"05/01/2017","115,89","114,62","116,09","114,30","","1,18%"
"04/01/2017","114,54","114,47","114,83","113,90","","0,09%"
"03/01/2017","114,44","114,61","115,07","113,64","","-0,14%"
"02/01/2017","114,60","115,10","115,41","114,48","","-0,53%"
"30/12/2016","115,21","115,52","116,02","114,79","","-0,23%"
"29/12/2016","115,48","114,65","115,94","114,63","","0,77%"
"28/12/2016","114,60","114,52","114,85","114,07","","0,12%"
"27/12/2016","114,46","114,87","114,90","114,29","","-0,30%"
"26/12/2016","114,81","114,64","114,97","114,54","","0,24%"
"23/12/2016","114,53","114,45","114,81","114,32","","0,11%"
"22/12/2016","114,40","114,57","114,74","114,10","","-0,14%"
"21/12/2016","114,56","113,91","115,03","113,82","","0,58%"
"20/12/2016","113,90","114,31","114,43","113,49","","-0,32%"
"19/12/2016","114,26","113,58","114,85","113,45","","0,73%"
"16/12/2016","113,43","113,36","114,00","112,91","","0,09%"
"15/12/2016","113,33","113,61","114,09","112,82","","-0,20%"
"14/12/2016","113,56","115,53","115,86","113,25","","-1,66%"
"13/12/2016","115,48","115,86","116,17","115,22","","-0,31%"
"12/12/2016","115,84","115,62","116,05","114,75","","0,36%"
"09/12/2016","115,43","116,52","116,77","115,49","","-0,89%"
"08/12/2016","116,47","117,15","117,51","116,16","","-0,51%"
"07/12/2016","117,07","117,38","117,51","116,65","","-0,18%"
"06/12/2016","117,28","117,97","118,31","117,01","","-0,56%"
"05/12/2016","117,94","119,13","119,83","117,02","","-0,88%"
"02/12/2016","118,99","118,72","119,36","118,17","","0,27%"
"01/12/2016","118,67","118,42","119,20","118,01","","0,27%"
"30/11/2016","118,35","120,78","121,14","118,31","","-1,98%"
"29/11/2016","120,74","120,87","121,25","119,74","","-0,02%"
"28/11/2016","120,77","119,54","121,11","119,49","","1,06%"
"25/11/2016","119,50","119,61","120,18","119,09","","-0,03%"
"24/11/2016","119,54","119,85","120,68","119,39","","-0,23%"
"23/11/2016","119,81","120,96","121,61","119,33","","-0,92%"
"22/11/2016","120,92","121,14","121,77","120,70","","-0,10%"
"21/11/2016","121,04","121,06","121,56","120,54","","0,07%"
"18/11/2016","120,96","121,44","122,31","120,99","","-0,35%"
"17/11/2016","121,38","122,67","123,35","121,35","","-1,00%"
"16/11/2016","122,61","122,36","122,76","121,86","","0,22%"
"15/11/2016","122,34","123,20","124,21","122,19","","-0,65%"
"14/11/2016","123,14","124,71","124,81","123,04","","-1,11%"
"11/11/2016","124,52","122,98","127,24","122,83","","1,29%"
"10/11/2016","122,94","123,96","124,95","122,82","","-0,81%"
"09/11/2016","123,94","124,42","130,32","123,68","","-0,36%"
"08/11/2016","124,39","125,29","125,54","124,34","","-0,69%"
"07/11/2016","125,25","126,72","126,76","125,07","","-1,11%"
"04/11/2016","126,65","126,95","127,50","126,42","","-0,19%"
"03/11/2016","126,89","126,39","127,33","126,19","","0,42%"
"02/11/2016","126,36","125,22","126,75","125,18","","0,96%"
"01/11/2016","125,16","124,48","125,65","124,04","","0,56%"
"31/10/2016","124,46","124,65","125,17","123,99","","-0,11%"
"28/10/2016","124,60","123,79","124,92","123,65","","0,68%"
"27/10/2016","123,76","124,51","124,92","123,70","","-0,56%"
"26/10/2016","124,46","124,79","125,06","124,32","","-0,22%"
"25/10/2016","124,73","124,91","124,97","124,00","","-0,12%"
"24/10/2016","124,88","125,62","125,68","124,73","","-0,53%"
"21/10/2016","125,54","125,14","126,02","124,85","","0,37%"
"20/10/2016","125,08","125,74","125,88","124,93","","-0,49%"
"19/10/2016","125,70","125,47","126,09","125,20","","0,22%"
"18/10/2016","125,43","125,79","126,06","125,05","","-0,27%"
"17/10/2016","125,77","125,33","125,93","124,94","","0,50%"
"14/10/2016","125,15","126,12","126,23","124,85","","-0,73%"
"13/10/2016","126,07","124,93","126,56","124,41","","0,94%"
"12/10/2016","124,90","125,72","126,01","124,59","","-0,60%"
"11/10/2016","125,66","125,25","126,14","124,83","","0,36%"
"10/10/2016","125,21","125,85","126,19","125,03","","-0,73%"
"07/10/2016","126,13","124,94","126,25","124,82","","0,96%"
"06/10/2016","124,93","125,57","125,75","124,67","","-0,48%"
"05/10/2016","125,53","126,18","126,69","125,37","","-0,48%"
"04/10/2016","126,13","127,73","127,83","126,06","","-1,20%"
"03/10/2016","127,66","128,76","128,95","127,69","","-0,82%"
"30/09/2016","128,72","128,42","129,29","127,59","","0,27%"
"29/09/2016","128,37","128,60","128,69","127,39","","-0,16%"
"28/09/2016","128,58","128,99","129,23","128,35","","-0,26%"
"27/09/2016","128,91","129,87","130,19","128,14","","-0,69%"
"26/09/2016","129,80","129,45","130,00","129,31","","0,28%"
"23/09/2016","129,44","129,92","130,01","129,23","","-0,32%"
"22/09/2016","129,85","130,92","131,24","129,69","","-0,79%"
"21/09/2016","130,89","129,32","130,97","128,07","","1,26%"
"20/09/2016","129,26","129,05","129,56","128,75","","0,18%"
"19/09/2016","129,03","128,70","129,52","128,45","","0,35%"
"16/09/2016","128,58","129,05","129,50","128,39","","-0,32%"
"15/09/2016","128,99","128,92","129,44","128,20","","0,10%"
"14/09/2016","128,86","128,42","129,15","127,86","","0,40%"
"13/09/2016","128,35","128,60","129,68","128,17","","-0,17%"
"12/09/2016","128,57","127,56","128,98","127,43","","0,83%"
"09/09/2016","127,51","127,45","128,35","127,09","","0,08%"
"08/09/2016","127,41","128,60","129,19","127,30","","-0,89%"
"07/09/2016","128,55","128,68","129,62","128,44","","-0,05%"
"06/09/2016","128,61","127,17","128,79","126,75","","1,18%"
"05/09/2016","127,11","127,42","127,76","126,78","","-0,18%"
"02/09/2016","127,34","128,51","128,86","126,98","","-0,88%"
"01/09/2016","128,47","128,28","128,76","127,56","","0,17%"
"31/08/2016","128,25","128,95","129,28","128,14","","-0,51%"
"30/08/2016","128,91","130,14","130,38","128,72","","-0,91%"
"29/08/2016","130,09","129,68","130,30","129,26","","0,34%"
"26/08/2016","129,65","131,73","131,96","129,54","","-1,55%"
"25/08/2016","131,69","131,89","132,18","131,58","","-0,11%"
"24/08/2016","131,84","131,87","132,44","131,52","","0,00%"
"23/08/2016","131,84","131,68","132,30","131,57","","0,15%"
"22/08/2016","131,64","131,01","131,84","130,38","","0,30%"
"19/08/2016","131,24","131,31","131,55","130,59","","-0,04%"
"18/08/2016","131,29","130,60","131,58","130,51","","0,56%"
"17/08/2016","130,56","130,56","130,91","129,45","","0,02%"
"16/08/2016","130,53","129,50","131,56","129,44","","0,83%"
"15/08/2016","129,46","129,72","130,00","129,28","","-0,02%"
"12/08/2016","129,49","128,67","130,12","128,28","","0,66%"
"11/08/2016","128,64","129,48","129,81","128,51","","-0,62%"
"10/08/2016","129,44","128,89","129,89","128,79","","0,46%"
"09/08/2016","128,85","128,16","129,03","128,07","","0,55%"
"08/08/2016","128,14","129,05","129,05","127,89","","-0,59%"
"05/08/2016","128,90","129,79","130,16","128,62","","-0,66%"
"04/08/2016","129,75","129,64","130,25","129,28","","0,13%"
"03/08/2016","129,58","129,82","130,19","129,21","","-0,15%"
"02/08/2016","129,77","127,66","130,10","127,18","","1,68%"
"01/08/2016","127,62","128,32","128,42","127,35","","-0,52%"
"29/07/2016","128,29","124,47","128,47","124,37","","3,11%"
"28/07/2016","124,42","124,68","125,53","124,16","","-0,15%"
"27/07/2016","124,61","125,82","125,86","123,26","","-0,93%"
"26/07/2016","125,78","124,20","126,58","124,08","","1,32%"
"25/07/2016","124,14","123,54","124,28","122,93","","0,48%"
"22/07/2016","123,55","123,81","124,12","123,21","","-0,15%"
"21/07/2016","123,74","122,71","124,26","122,05","","0,87%"
"20/07/2016","122,67","123,34","123,86","122,52","","-0,52%"
"19/07/2016","123,31","123,29","123,90","122,85","","0,05%"
"18/07/2016","123,25","124,24","124,51","123,16","","-1,27%"
"15/07/2016","124,83","124,19","125,11","123,06","","0,56%"
"14/07/2016","124,13","125,32","125,92","123,48","","-0,89%"
"13/07/2016","125,25","125,33","126,08","124,87","","-0,01%"
"12/07/2016","125,26","127,32","127,84","124,96","","-1,53%"
"11/07/2016","127,21","130,66","130,66","127,21","","-2,35%"
"08/07/2016","130,27","130,26","131,23","129,65","","0,26%"
"07/07/2016","129,93","129,56","130,51","129,44","","0,51%"
"06/07/2016","129,27","129,04","131,01","128,98","","0,40%"
"05/07/2016","128,75","128,00","129,41","127,95","","0,81%"
"04/07/2016","127,71","128,17","128,31","127,67","","-0,30%"
"01/07/2016","128,10","127,92","128,48","127,66","","0,20%"
"30/06/2016","127,84","128,00","129,10","127,67","","-0,10%"
"29/06/2016","127,97","128,23","129,14","127,82","","-0,13%"
"28/06/2016","128,14","130,79","131,40","128,10","","-1,97%"
"27/06/2016","130,71","131,04","133,05","130,23","","-0,05%"
"24/06/2016","130,78","124,89","134,81","124,10","","4,76%"
"23/06/2016","124,84","127,24","127,41","124,84","","-1,84%"
"22/06/2016","127,18","126,62","127,44","126,48","","0,47%"
"21/06/2016","126,58","127,64","128,06","126,24","","-0,76%"
"20/06/2016","127,55","127,81","127,82","126,47","","-0,38%"
"17/06/2016","128,04","128,20","128,38","127,44","","-0,12%"
"16/06/2016","128,20","126,14","128,97","125,95","","1,67%"
"15/06/2016","126,10","125,95","126,78","125,71","","0,21%"
"14/06/2016","125,84","124,96","126,67","124,77","","0,71%"
"13/06/2016","124,95","124,37","125,88","124,36","","0,57%"
"10/06/2016","124,24","123,87","124,82","123,75","","0,36%"
"09/06/2016","123,80","123,99","124,84","123,71","","-0,10%"
"08/06/2016","123,93","123,60","124,46","123,31","","0,33%"
"07/06/2016","123,52","124,38","124,79","122,97","","-0,66%"
"06/06/2016","124,34","127,69","127,78","124,25","","-2,52%"
